"[10, 66]","[20, 22]","[30, 30]","[40, 67]","[50, 17]","[60, 34]"
"[10, 66]","[20, 22]","[30, 28]","[40, 66]","[50, 19]","[60, 34]"
"[10, 64]","[20, 21]","[30, 30]","[40, 72]","[50, 17]","[60, 35]"
"[10, 67]","[20, 21]","[30, 30]","[40, 67]","[50, 18]","[60, 33]"
"[10, 69]","[20, 23]","[30, 29]","[40, 63]","[50, 16]","[60, 31]"
"[10, 69]","[20, 23]","[30, 31]","[40, 62]","[50, 19]","[60, 32]"
"[10, 66]","[20, 20]","[30, 31]","[40, 67]","[50, 18]","[60, 33]"
"[10, 69]","[20, 24]","[30, 30]","[40, 66]","[50, 18]","[60, 33]"
"[10, 64]","[20, 23]","[30, 29]","[40, 68]","[50, 17]","[60, 34]"
"[10, 64]","[20, 23]","[30, 30]","[40, 65]","[50, 17]","[60, 33]"
"[10, 66]","[20, 20]","[30, 32]","[40, 66]","[50, 19]","[60, 33]"
"[10, 69]","[20, 22]","[30, 29]","[40, 64]","[50, 19]","[60, 31]"
"[10, 68]","[20, 22]","[30, 30]","[40, 64]","[50, 16]","[60, 34]"
"[10, 69]","[20, 20]","[30, 29]","[40, 66]","[50, 18]","[60, 31]"
"[10, 73]","[20, 24]","[30, 30]","[40, 64]","[50, 17]","[60, 33]"
"[10, 67]","[20, 22]","[30, 30]","[40, 68]","[50, 17]","[60, 33]"
"[10, 71]","[20, 24]","[30, 30]","[40, 65]","[50, 17]","[60, 32]"
"[10, 69]","[20, 23]","[30, 33]","[40, 65]","[50, 18]","[60, 31]"
"[10, 67]","[20, 22]","[30, 29]","[40, 67]","[50, 19]","[60, 33]"
"[10, 66]","[20, 21]","[30, 28]","[40, 67]","[50, 17]","[60, 35]"
"[10, 67]","[20, 22]","[30, 31]","[40, 65]","[50, 19]","[60, 31]"
"[10, 70]","[20, 24]","[30, 29]","[40, 63]","[50, 18]","[60, 32]"
"[10, 66]","[20, 24]","[30, 30]","[40, 64]","[50, 18]","[60, 33]"
"[10, 70]","[20, 24]","[30, 28]","[40, 63]","[50, 15]","[60, 33]"
"[10, 68]","[20, 24]","[30, 30]","[40, 68]","[50, 17]","[60, 34]"
"[10, 74]","[20, 21]","[30, 29]","[40, 69]","[50, 19]","[60, 34]"
"[10, 69]","[20, 23]","[30, 30]","[40, 63]","[50, 19]","[60, 35]"
"[10, 72]","[20, 23]","[30, 31]","[40, 61]","[50, 18]","[60, 34]"
"[10, 69]","[20, 23]","[30, 29]","[40, 62]","[50, 17]","[60, 34]"
"[10, 75]","[20, 22]","[30, 30]","[40, 64]","[50, 17]","[60, 34]"
"[10, 67]","[20, 20]","[30, 32]","[40, 60]","[50, 17]","[60, 34]"
"[10, 69]","[20, 21]","[30, 32]","[40, 65]","[50, 17]","[60, 34]"
"[10, 75]","[20, 22]","[30, 30]","[40, 65]","[50, 19]","[60, 32]"
"[10, 70]","[20, 23]","[30, 30]","[40, 63]","[50, 19]","[60, 33]"
"[10, 73]","[20, 23]","[30, 30]","[40, 66]","[50, 18]","[60, 34]"
"[10, 66]","[20, 21]","[30, 32]","[40, 60]","[50, 18]","[60, 36]"
"[10, 68]","[20, 25]","[30, 31]","[40, 63]","[50, 19]","[60, 33]"
"[10, 67]","[20, 24]","[30, 31]","[40, 65]","[50, 19]","[60, 33]"
"[10, 69]","[20, 23]","[30, 30]","[40, 63]","[50, 19]","[60, 33]"
"[10, 67]","[20, 23]","[30, 31]","[40, 66]","[50, 17]","[60, 33]"
"[10, 63]","[20, 23]","[30, 30]","[40, 62]","[50, 21]","[60, 32]"
"[10, 66]","[20, 24]","[30, 28]","[40, 66]","[50, 18]","[60, 33]"
"[10, 67]","[20, 23]","[30, 28]","[40, 65]","[50, 17]","[60, 33]"
"[10, 71]","[20, 24]","[30, 30]","[40, 64]","[50, 17]","[60, 33]"
"[10, 68]","[20, 23]","[30, 30]","[40, 64]","[50, 19]","[60, 34]"
"[10, 72]","[20, 22]","[30, 30]","[40, 65]","[50, 22]","[60, 34]"
"[10, 74]","[20, 21]","[30, 32]","[40, 67]","[50, 19]","[60, 32]"
"[10, 70]","[20, 22]","[30, 30]","[40, 61]","[50, 16]","[60, 34]"
"[10, 70]","[20, 22]","[30, 30]","[40, 66]","[50, 19]","[60, 32]"
"[10, 72]","[20, 22]","[30, 30]","[40, 63]","[50, 19]","[60, 34]"
"[10, 74]","[20, 21]","[30, 31]","[40, 66]","[50, 19]","[60, 34]"
"[10, 73]","[20, 23]","[30, 30]","[40, 68]","[50, 18]","[60, 33]"
"[10, 65]","[20, 23]","[30, 29]","[40, 66]","[50, 20]","[60, 35]"
"[10, 71]","[20, 21]","[30, 30]","[40, 66]","[50, 18]","[60, 34]"
"[10, 70]","[20, 22]","[30, 30]","[40, 66]","[50, 20]","[60, 35]"
"[10, 68]","[20, 23]","[30, 29]","[40, 60]","[50, 19]","[60, 35]"
"[10, 70]","[20, 21]","[30, 31]","[40, 65]","[50, 19]","[60, 34]"
"[10, 70]","[20, 22]","[30, 30]","[40, 66]","[50, 20]","[60, 34]"
"[10, 70]","[20, 22]","[30, 31]","[40, 67]","[50, 20]","[60, 34]"
"[10, 68]","[20, 21]","[30, 30]","[40, 67]","[50, 18]","[60, 34]"
"[10, 68]","[20, 22]","[30, 30]","[40, 66]","[50, 19]","[60, 34]"
"[10, 65]","[20, 20]","[30, 29]","[40, 72]","[50, 17]","[60, 33]"
"[10, 71]","[20, 22]","[30, 31]","[40, 67]","[50, 18]","[60, 35]"
"[10, 70]","[20, 22]","[30, 31]","[40, 65]","[50, 22]","[60, 34]"
"[10, 70]","[20, 22]","[30, 31]","[40, 64]","[50, 19]","[60, 34]"
"[10, 70]","[20, 22]","[30, 32]","[40, 64]","[50, 20]","[60, 33]"
"[10, 66]","[20, 23]","[30, 30]","[40, 65]","[50, 20]","[60, 34]"
"[10, 73]","[20, 23]","[30, 30]","[40, 63]","[50, 20]","[60, 35]"
"[10, 72]","[20, 23]","[30, 32]","[40, 66]","[50, 18]","[60, 34]"
"[10, 71]","[20, 23]","[30, 29]","[40, 64]","[50, 20]","[60, 34]"
"[10, 66]","[20, 22]","[30, 30]","[40, 64]","[50, 20]","[60, 34]"
"[10, 68]","[20, 21]","[30, 31]","[40, 63]","[50, 17]","[60, 33]"
"[10, 69]","[20, 22]","[30, 32]","[40, 66]","[50, 20]","[60, 32]"
"[10, 67]","[20, 21]","[30, 31]","[40, 66]","[50, 18]","[60, 31]"
"[10, 69]","[20, 23]","[30, 28]","[40, 68]","[50, 19]","[60, 33]"
"[10, 65]","[20, 24]","[30, 29]","[40, 63]","[50, 20]","[60, 35]"
"[10, 69]","[20, 22]","[30, 30]","[40, 63]","[50, 18]","[60, 33]"
"[10, 64]","[20, 22]","[30, 30]","[40, 63]","[50, 20]","[60, 35]"
"[10, 69]","[20, 23]","[30, 31]","[40, 62]","[50, 18]","[60, 32]"
"[10, 64]","[20, 23]","[30, 30]","[40, 64]","[50, 20]","[60, 32]"
"[10, 66]","[20, 19]","[30, 29]","[40, 66]","[50, 19]","[60, 33]"
"[10, 63]","[20, 21]","[30, 30]","[40, 65]","[50, 19]","[60, 35]"
"[10, 74]","[20, 21]","[30, 31]","[40, 62]","[50, 19]","[60, 32]"
"[10, 68]","[20, 23]","[30, 29]","[40, 61]","[50, 17]","[60, 36]"
"[10, 68]","[20, 22]","[30, 31]","[40, 67]","[50, 20]","[60, 34]"
"[10, 72]","[20, 20]","[30, 30]","[40, 63]","[50, 21]","[60, 34]"
"[10, 67]","[20, 21]","[30, 30]","[40, 65]","[50, 20]","[60, 34]"
"[10, 72]","[20, 23]","[30, 30]","[40, 63]","[50, 18]","[60, 33]"
"[10, 68]","[20, 21]","[30, 33]","[40, 61]","[50, 20]","[60, 33]"
"[10, 69]","[20, 23]","[30, 30]","[40, 58]","[50, 19]","[60, 33]"
"[10, 67]","[20, 22]","[30, 29]","[40, 69]","[50, 19]","[60, 34]"
"[10, 70]","[20, 22]","[30, 30]","[40, 67]","[50, 18]","[60, 35]"
"[10, 68]","[20, 20]","[30, 30]","[40, 65]","[50, 19]","[60, 34]"
"[10, 67]","[20, 22]","[30, 29]","[40, 66]","[50, 19]","[60, 35]"
"[10, 72]","[20, 21]","[30, 28]","[40, 64]","[50, 18]","[60, 33]"
"[10, 72]","[20, 20]","[30, 30]","[40, 62]","[50, 20]","[60, 35]"
"[10, 69]","[20, 22]","[30, 31]","[40, 63]","[50, 19]","[60, 35]"
"[10, 64]","[20, 21]","[30, 26]","[40, 71]","[50, 19]","[60, 35]"
"[10, 67]","[20, 22]","[30, 32]","[40, 65]","[50, 18]","[60, 33]"
"[10, 70]","[20, 21]","[30, 30]","[40, 63]","[50, 18]","[60, 33]"
"[10, 65]","[20, 22]","[30, 31]","[40, 63]","[50, 19]","[60, 36]"
"[10, 68]","[20, 23]","[30, 30]","[40, 63]","[50, 20]","[60, 35]"
"[10, 70]","[20, 21]","[30, 31]","[40, 61]","[50, 16]","[60, 35]"
"[10, 70]","[20, 23]","[30, 31]","[40, 67]","[50, 19]","[60, 34]"
"[10, 70]","[20, 22]","[30, 29]","[40, 67]","[50, 19]","[60, 34]"
"[10, 67]","[20, 23]","[30, 28]","[40, 63]","[50, 18]","[60, 32]"
"[10, 73]","[20, 22]","[30, 32]","[40, 69]","[50, 19]","[60, 34]"
"[10, 71]","[20, 22]","[30, 31]","[40, 62]","[50, 19]","[60, 33]"
"[10, 68]","[20, 22]","[30, 31]","[40, 65]","[50, 18]","[60, 33]"
"[10, 71]","[20, 24]","[30, 30]","[40, 64]","[50, 19]","[60, 34]"
"[10, 72]","[20, 23]","[30, 30]","[40, 64]","[50, 19]","[60, 32]"
"[10, 66]","[20, 23]","[30, 30]","[40, 69]","[50, 20]","[60, 33]"
"[10, 69]","[20, 22]","[30, 31]","[40, 62]","[50, 19]","[60, 34]"
"[10, 68]","[20, 22]","[30, 32]","[40, 64]","[50, 17]","[60, 34]"
"[10, 68]","[20, 22]","[30, 30]","[40, 68]","[50, 19]","[60, 31]"
"[10, 68]","[20, 21]","[30, 28]","[40, 60]","[50, 16]","[60, 35]"
"[10, 67]","[20, 21]","[30, 29]","[40, 65]","[50, 19]","[60, 33]"
"[10, 66]","[20, 22]","[30, 32]","[40, 65]","[50, 18]","[60, 33]"
"[10, 67]","[20, 22]","[30, 33]","[40, 66]","[50, 18]","[60, 33]"
"[10, 68]","[20, 22]","[30, 32]","[40, 66]","[50, 19]","[60, 35]"
"[10, 66]","[20, 22]","[30, 32]","[40, 64]","[50, 18]","[60, 34]"
"[10, 68]","[20, 21]","[30, 32]","[40, 63]","[50, 19]","[60, 35]"
"[10, 68]","[20, 22]","[30, 31]","[40, 68]","[50, 20]","[60, 33]"
"[10, 71]","[20, 23]","[30, 28]","[40, 63]","[50, 18]","[60, 34]"
"[10, 67]","[20, 22]","[30, 30]","[40, 65]","[50, 20]","[60, 32]"
"[10, 72]","[20, 22]","[30, 31]","[40, 69]","[50, 19]","[60, 33]"
"[10, 67]","[20, 23]","[30, 31]","[40, 67]","[50, 20]","[60, 34]"
"[10, 66]","[20, 23]","[30, 32]","[40, 66]","[50, 19]","[60, 35]"
"[10, 71]","[20, 23]","[30, 30]","[40, 67]","[50, 17]","[60, 34]"
"[10, 69]","[20, 23]","[30, 31]","[40, 62]","[50, 19]","[60, 32]"
"[10, 72]","[20, 23]","[30, 30]","[40, 67]","[50, 19]","[60, 33]"
"[10, 71]","[20, 22]","[30, 30]","[40, 63]","[50, 19]","[60, 33]"
"[10, 66]","[20, 22]","[30, 30]","[40, 58]","[50, 17]","[60, 36]"
"[10, 70]","[20, 22]","[30, 31]","[40, 65]","[50, 18]","[60, 33]"
"[10, 68]","[20, 21]","[30, 29]","[40, 62]","[50, 18]","[60, 35]"
"[10, 69]","[20, 23]","[30, 31]","[40, 65]","[50, 16]","[60, 35]"
"[10, 70]","[20, 23]","[30, 34]","[40, 63]","[50, 19]","[60, 32]"
"[10, 68]","[20, 21]","[30, 35]","[40, 69]","[50, 19]","[60, 36]"
"[10, 71]","[20, 22]","[30, 30]","[40, 69]","[50, 20]","[60, 33]"
"[10, 70]","[20, 23]","[30, 30]","[40, 69]","[50, 19]","[60, 34]"
"[10, 67]","[20, 25]","[30, 29]","[40, 68]","[50, 19]","[60, 33]"
"[10, 71]","[20, 22]","[30, 30]","[40, 62]","[50, 20]","[60, 36]"
"[10, 70]","[20, 23]","[30, 30]","[40, 69]","[50, 19]","[60, 34]"
"[10, 69]","[20, 22]","[30, 29]","[40, 65]","[50, 18]","[60, 34]"
"[10, 68]","[20, 20]","[30, 31]","[40, 66]","[50, 18]","[60, 34]"
"[10, 67]","[20, 22]","[30, 32]","[40, 69]","[50, 19]","[60, 34]"
"[10, 68]","[20, 23]","[30, 29]","[40, 65]","[50, 19]","[60, 35]"
"[10, 68]","[20, 23]","[30, 31]","[40, 65]","[50, 20]","[60, 35]"
"[10, 69]","[20, 22]","[30, 30]","[40, 69]","[50, 17]","[60, 35]"
"[10, 76]","[20, 23]","[30, 31]","[40, 68]","[50, 18]","[60, 33]"
"[10, 68]","[20, 21]","[30, 30]","[40, 67]","[50, 20]","[60, 35]"
"[10, 72]","[20, 23]","[30, 31]","[40, 65]","[50, 20]","[60, 35]"
"[10, 70]","[20, 25]","[30, 31]","[40, 65]","[50, 19]","[60, 34]"
"[10, 67]","[20, 23]","[30, 30]","[40, 65]","[50, 20]","[60, 34]"
"[10, 70]","[20, 24]","[30, 30]","[40, 61]","[50, 17]","[60, 35]"
"[10, 70]","[20, 23]","[30, 31]","[40, 66]","[50, 18]","[60, 33]"
"[10, 64]","[20, 23]","[30, 31]","[40, 69]","[50, 18]","[60, 34]"
"[10, 65]","[20, 21]","[30, 29]","[40, 69]","[50, 19]","[60, 34]"
"[10, 72]","[20, 24]","[30, 29]","[40, 64]","[50, 18]","[60, 35]"
"[10, 67]","[20, 22]","[30, 30]","[40, 67]","[50, 18]","[60, 35]"
"[10, 71]","[20, 22]","[30, 30]","[40, 72]","[50, 19]","[60, 32]"
"[10, 72]","[20, 23]","[30, 31]","[40, 67]","[50, 19]","[60, 35]"
"[10, 67]","[20, 24]","[30, 30]","[40, 67]","[50, 19]","[60, 33]"
"[10, 68]","[20, 25]","[30, 31]","[40, 68]","[50, 17]","[60, 35]"
"[10, 71]","[20, 21]","[30, 31]","[40, 66]","[50, 18]","[60, 33]"
"[10, 71]","[20, 23]","[30, 30]","[40, 67]","[50, 17]","[60, 35]"
"[10, 68]","[20, 22]","[30, 31]","[40, 64]","[50, 19]","[60, 34]"
"[10, 68]","[20, 21]","[30, 32]","[40, 71]","[50, 19]","[60, 33]"
"[10, 65]","[20, 21]","[30, 31]","[40, 61]","[50, 19]","[60, 33]"
"[10, 71]","[20, 24]","[30, 31]","[40, 68]","[50, 22]","[60, 33]"
"[10, 72]","[20, 22]","[30, 31]","[40, 64]","[50, 19]","[60, 34]"
"[10, 66]","[20, 22]","[30, 31]","[40, 69]","[50, 17]","[60, 35]"
"[10, 68]","[20, 21]","[30, 28]","[40, 63]","[50, 20]","[60, 35]"
"[10, 70]","[20, 23]","[30, 32]","[40, 65]","[50, 18]","[60, 34]"
"[10, 68]","[20, 23]","[30, 31]","[40, 62]","[50, 19]","[60, 34]"
"[10, 64]","[20, 23]","[30, 33]","[40, 69]","[50, 18]","[60, 35]"
"[10, 70]","[20, 24]","[30, 30]","[40, 67]","[50, 17]","[60, 35]"
"[10, 56]","[20, 22]","[30, 31]","[40, 63]","[50, 19]","[60, 34]"
"[10, 58]","[20, 25]","[30, 33]","[40, 65]","[50, 18]","[60, 33]"
"[10, 59]","[20, 22]","[30, 30]","[40, 68]","[50, 18]","[60, 33]"
"[10, 72]","[20, 24]","[30, 31]","[40, 62]","[50, 18]","[60, 36]"
"[10, 69]","[20, 21]","[30, 33]","[40, 67]","[50, 18]","[60, 34]"
"[10, 69]","[20, 22]","[30, 31]","[40, 63]","[50, 18]","[60, 34]"
"[10, 64]","[20, 21]","[30, 30]","[40, 66]","[50, 18]","[60, 34]"
"[10, 66]","[20, 23]","[30, 33]","[40, 67]","[50, 18]","[60, 35]"
"[10, 67]","[20, 24]","[30, 30]","[40, 64]","[50, 18]","[60, 35]"
"[10, 69]","[20, 22]","[30, 30]","[40, 70]","[50, 18]","[60, 33]"
"[10, 71]","[20, 25]","[30, 29]","[40, 64]","[50, 17]","[60, 35]"
"[10, 69]","[20, 23]","[30, 30]","[40, 68]","[50, 19]","[60, 33]"
"[10, 69]","[20, 22]","[30, 31]","[40, 64]","[50, 19]","[60, 32]"
"[10, 69]","[20, 23]","[30, 31]","[40, 65]","[50, 19]","[60, 33]"
"[10, 71]","[20, 23]","[30, 30]","[40, 62]","[50, 17]","[60, 35]"
"[10, 69]","[20, 23]","[30, 32]","[40, 69]","[50, 19]","[60, 34]"
"[10, 70]","[20, 22]","[30, 30]","[40, 65]","[50, 19]","[60, 33]"
"[10, 71]","[20, 22]","[30, 31]","[40, 69]","[50, 18]","[60, 32]"
"[10, 69]","[20, 22]","[30, 31]","[40, 66]","[50, 18]","[60, 33]"
"[10, 71]","[20, 22]","[30, 31]","[40, 67]","[50, 19]","[60, 34]"
"[10, 70]","[20, 25]","[30, 31]","[40, 66]","[50, 18]","[60, 34]"
"[10, 64]","[20, 22]","[30, 31]","[40, 64]","[50, 19]","[60, 35]"
"[10, 66]","[20, 24]","[30, 30]","[40, 70]","[50, 17]","[60, 34]"
"[10, 69]","[20, 22]","[30, 29]","[40, 68]","[50, 21]","[60, 33]"
"[10, 74]","[20, 23]","[30, 31]","[40, 65]","[50, 19]","[60, 36]"
"[10, 70]","[20, 23]","[30, 33]","[40, 67]","[50, 19]","[60, 33]"
"[10, 67]","[20, 23]","[30, 32]","[40, 61]","[50, 18]","[60, 33]"
"[10, 71]","[20, 24]","[30, 30]","[40, 66]","[50, 21]","[60, 36]"
"[10, 69]","[20, 22]","[30, 29]","[40, 69]","[50, 19]","[60, 35]"
"[10, 68]","[20, 21]","[30, 31]","[40, 63]","[50, 18]","[60, 33]"
"[10, 69]","[20, 22]","[30, 32]","[40, 65]","[50, 20]","[60, 35]"
"[10, 69]","[20, 23]","[30, 32]","[40, 62]","[50, 18]","[60, 35]"
"[10, 68]","[20, 24]","[30, 31]","[40, 66]","[50, 19]","[60, 35]"
"[10, 70]","[20, 23]","[30, 30]","[40, 69]","[50, 20]","[60, 33]"
"[10, 64]","[20, 21]","[30, 30]","[40, 68]","[50, 19]","[60, 34]"
"[10, 68]","[20, 21]","[30, 32]","[40, 67]","[50, 19]","[60, 35]"
"[10, 67]","[20, 23]","[30, 31]","[40, 66]","[50, 19]","[60, 35]"
"[10, 68]","[20, 24]","[30, 31]","[40, 71]","[50, 18]","[60, 33]"
"[10, 68]","[20, 22]","[30, 31]","[40, 67]","[50, 19]","[60, 33]"
"[10, 70]","[20, 22]","[30, 29]","[40, 67]","[50, 19]","[60, 33]"
"[10, 66]","[20, 23]","[30, 30]","[40, 70]","[50, 20]","[60, 33]"
"[10, 72]","[20, 21]","[30, 30]","[40, 70]","[50, 18]","[60, 35]"
"[10, 73]","[20, 23]","[30, 32]","[40, 66]","[50, 17]","[60, 34]"
"[10, 66]","[20, 24]","[30, 31]","[40, 64]","[50, 20]","[60, 34]"
"[10, 70]","[20, 22]","[30, 32]","[40, 68]","[50, 20]","[60, 35]"
